Dataset,Id,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtFullBath,BsmtUnfSF,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,LotArea,LotFrontage,MSSubClass,MasVnrArea,MoSold,OpenPorchSF,OverallCond,OverallQual,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
train,10,6.947937068614969,0.0,3.0,6.810142450115136,0.6931471805599453,4.90527477843843,0.0,1.0,384.0,1.0,1965.0,6.947937068614969,0.0,9.32375833901174,4.2626798770413155,3.044522437723423,0.0,2.0,0.0,1.791759469228055,5.0,1.791759469228055,6.947937068614969,0.0,1965.0,1965.0,2008.0
train,11,7.075808863978387,7.04141166379481,4.0,6.906754778648554,0.6931471805599453,5.181783550292085,1.0986122886681098,3.0,736.0,3.0,2005.0,7.751475318021456,0.0,9.386392315756542,4.454347296253507,4.110873864173311,5.659482215759621,7.0,3.091042453358316,1.791759469228055,9.0,2.4849066497880004,7.069874128458572,4.997212273764115,2005.0,2006.0,2006.0
train,12,6.816735880594968,0.0,2.0,6.6039438246004725,0.6931471805599453,5.170483995038151,0.0,1.0,352.0,1.0,1962.0,6.816735880594968,0.0,9.470317173335742,4.23410650459726,3.044522437723423,0.0,9.0,0.0,1.9459101490553132,5.0,1.6094379124341003,6.816735880594968,4.948759890378168,1962.0,1962.0,2008.0
train,13,7.3098814858247865,0.0,3.0,0.0,0.0,7.3098814858247865,0.6931471805599453,2.0,840.0,3.0,2006.0,7.3098814858247865,0.0,9.273596821611198,4.5217885770490405,3.044522437723423,5.726847747587197,8.0,3.5263605246161616,1.791759469228055,7.0,2.0794415416798357,7.3098814858247865,5.081404364984463,2006.0,2007.0,2007.0
train,14,7.134093721192866,0.0,2.0,6.598509028614515,0.6931471805599453,6.255750041753367,0.6931471805599453,1.0,352.0,1.0,1960.0,7.134093721192866,0.6931471805599453,9.298442820197728,4.23410650459726,3.044522437723423,5.3612921657094255,5.0,5.365976015021851,1.791759469228055,6.0,1.791759469228055,7.134093721192866,0.0,1960.0,1960.0,2008.0
train,15,6.75110146893676,0.0,2.0,0.0,0.0,6.725033642166843,0.0,1.0,576.0,2.0,1991.0,6.75110146893676,0.0,8.71948076085107,3.9512437185814275,3.828641396489095,0.0,7.0,4.727387818712341,2.1972245773362196,7.0,1.791759469228055,6.725033642166843,3.8918202981106265,1929.0,2001.0,2007.0
train,16,6.912742820493176,0.0,2.0,6.361302477572996,0.6931471805599453,6.056784013228625,0.6931471805599453,1.0,480.0,2.0,1970.0,6.912742820493176,0.0,9.32741204356202,4.23410650459726,3.044522437723423,5.198497031265826,3.0,0.0,2.0794415416798357,6.0,1.791759469228055,6.912742820493176,0.0,1970.0,1970.0,2010.0
train,17,7.167809184316444,0.0,2.0,0.0,0.0,0.0,0.0,2.0,516.0,2.0,1967.0,7.167809184316444,0.0,9.286560397887591,4.290459441148391,4.51085950651685,0.0,10.0,0.0,1.791759469228055,4.0,1.9459101490553132,0.0,0.0,1967.0,1967.0,2006.0
train,18,7.016609683894219,0.0,3.0,6.472346294500901,0.6931471805599453,6.150602768446279,0.0,1.0,576.0,2.0,2004.0,7.016609683894219,0.6931471805599453,9.524859098381523,4.204692619390966,3.044522437723423,0.0,6.0,4.634728988229636,1.791759469228055,5.0,1.9459101490553132,7.016609683894219,0.0,2004.0,2004.0,2008.0
train,19,7.200424892944957,0.0,3.0,6.22455842927536,0.0,6.26530121273771,0.0,1.0,294.0,1.0,1958.0,7.200424892944957,0.0,8.93075873555827,4.2626798770413155,3.044522437723423,0.0,5.0,0.0,1.9459101490553132,5.0,1.9459101490553132,6.937314081223682,0.0,1958.0,1965.0,2009.0
train,20,7.055312843339752,7.105786129481271,4.0,0.0,0.0,7.055312843339752,0.6931471805599453,3.0,853.0,3.0,2005.0,7.773594467360194,0.6931471805599453,9.562123369834488,4.624972813284271,4.110873864173311,5.942799375126701,11.0,5.043425116919247,1.791759469228055,8.0,2.302585092994046,7.055312843339752,5.484796933490655,2005.0,2006.0,2006.0
train,21,7.011213987350367,0.0,3.0,0.0,0.0,6.45833828334479,0.6931471805599453,1.0,280.0,1.0,1930.0,7.011213987350367,0.0,8.915969311373605,4.060443010546419,3.828641396489095,0.0,6.0,0.0,2.0794415416798357,7.0,1.9459101490553132,6.45833828334479,0.0,1930.0,1950.0,2007.0
train,22,7.493317248862145,0.0,3.0,0.0,0.0,7.48324441607385,0.6931471805599453,2.0,534.0,2.0,2002.0,7.493317248862145,0.0,9.184304357425342,4.330733340286331,3.044522437723423,5.641907070938114,9.0,5.075173815233827,1.791759469228055,8.0,2.0794415416798357,7.48324441607385,5.147494476813453,2002.0,2002.0,2008.0
train,23,6.966967138613983,0.0,3.0,6.734591659972948,0.6931471805599453,5.303304908059076,0.6931471805599453,1.0,572.0,2.0,1976.0,6.966967138613983,0.0,8.348774539791274,3.8066624897703196,4.795790545596741,0.0,6.0,4.709530201312334,2.0794415416798357,5.0,1.9459101490553132,6.947937068614969,4.61512051684126,1976.0,1976.0,2007.0
train,24,6.966967138613983,0.0,3.0,5.241747015059643,0.6931471805599453,5.3230099791384085,0.6931471805599453,1.0,270.0,1.0,1968.0,6.966967138613983,0.0,9.017604776833355,4.23410650459726,3.044522437723423,0.0,5.0,4.51085950651685,2.1972245773362196,5.0,1.9459101490553132,6.966967138613983,6.008813185442595,1968.0,2001.0,2010.0
train,25,7.3783837129967145,0.0,3.0,0.0,0.0,7.356918242356021,0.6931471805599453,2.0,890.0,3.0,2007.0,7.3783837129967145,0.0,9.56317796268366,4.709530201312334,3.044522437723423,6.46302945692067,7.0,4.04305126783455,1.791759469228055,8.0,2.0794415416798357,7.356918242356021,0.0,2007.0,2007.0,2009.0
train,26,6.803505257608338,0.0,3.0,5.459585514144159,0.0,5.198497031265826,0.0,1.0,576.0,2.0,2005.0,6.803505257608338,0.0,8.881975184248867,4.110873864173311,3.044522437723423,0.0,5.0,3.4965075614664802,2.0794415416798357,5.0,1.791759469228055,6.803505257608338,5.407171771460119,1951.0,2000.0,2010.0
train,27,7.4413203897176174,0.0,3.0,7.105786129481271,0.6931471805599453,6.18826412308259,0.6931471805599453,2.0,772.0,3.0,2008.0,7.4413203897176174,0.0,9.348274558065496,4.59511985013459,3.044522437723423,5.303304908059076,5.0,3.9318256327243257,1.791759469228055,8.0,2.0794415416798357,7.4413203897176174,0.0,2007.0,2008.0,2010.0
train,28,7.3783837129967145,0.0,2.0,7.15305163493748,0.6931471805599453,5.337538079701318,1.0986122886681098,1.0,319.0,1.0,1957.0,7.3783837129967145,0.0,9.700269170029188,3.871201010907891,3.044522437723423,0.0,12.0,5.556828061699537,1.9459101490553132,5.0,1.9459101490553132,7.3031700512368,5.666426688112432,1957.0,1997.0,2006.0
train,29,6.255750041753367,0.0,1.0,0.0,0.0,6.255750041753367,0.0,1.0,240.0,1.0,1920.0,6.255750041753367,0.0,8.752265313595721,4.110873864173311,3.4339872044851463,0.0,5.0,0.0,1.9459101490553132,4.0,1.6094379124341003,6.255750041753367,3.912023005428146,1927.0,1950.0,2008.0
train,30,6.476972362889683,6.505784060128229,3.0,0.0,0.0,6.476972362889683,0.0,1.0,250.0,1.0,1920.0,7.183870715062453,0.0,9.04793908261736,3.9318256327243257,4.2626798770413155,0.0,7.0,4.007333185232471,1.6094379124341003,4.0,1.9459101490553132,6.476972362889683,0.0,1920.0,1950.0,2008.0
train,31,7.113956109566034,0.0,3.0,0.0,0.0,7.113956109566034,0.0,1.0,271.0,1.0,1966.0,7.113956109566034,0.6931471805599453,9.053101595549691,4.23410650459726,3.044522437723423,0.0,6.0,4.189654742026425,1.9459101490553132,5.0,1.9459101490553132,7.113956109566034,0.0,1966.0,2006.0,2008.0
train,32,7.118826249062078,0.0,3.0,0.0,0.0,7.118826249062078,0.0,2.0,484.0,2.0,2007.0,7.118826249062078,0.0,9.3101857069459,4.454347296253507,3.044522437723423,0.0,1.0,3.4339872044851463,1.791759469228055,8.0,2.0794415416798357,7.118826249062078,0.0,2007.0,2007.0,2008.0
train,33,7.438971592395862,0.0,4.0,6.926577033222725,0.0,5.942799375126701,0.6931471805599453,1.0,447.0,2.0,1959.0,7.438971592395862,0.6931471805599453,9.26416545867109,4.2626798770413155,3.044522437723423,0.0,4.0,3.6635616461296463,1.791759469228055,5.0,1.9459101490553132,7.243512974665482,0.0,1959.0,1959.0,2010.0
train,34,7.3537223303996315,0.0,2.0,7.050989447068045,0.6931471805599453,6.013715156042802,0.6931471805599453,2.0,556.0,2.0,2005.0,7.3537223303996315,0.0,8.897545598709327,4.110873864173311,4.795790545596741,5.5093883366279774,8.0,3.871201010907891,1.791759469228055,9.0,1.9459101490553132,7.3537223303996315,5.318119993844216,2005.0,2005.0,2007.0
train,35,7.0326242610280065,7.186144304522325,4.0,0.0,0.0,7.0192966537150445,0.6931471805599453,3.0,691.0,3.0,2004.0,7.8050670442584895,0.6931471805599453,9.504426892100957,4.6913478822291435,4.110873864173311,4.890349128221754,9.0,3.4965075614664802,1.791759469228055,8.0,2.302585092994046,7.0192966537150445,4.736198448394496,2004.0,2005.0,2006.0
train,36,7.001245622069476,0.0,3.0,0.0,0.0,7.001245622069476,0.0,1.0,672.0,2.0,1995.0,7.001245622069476,0.6931471805599453,9.292841593487926,4.727387818712341,3.044522437723423,0.0,6.0,4.174387269895637,1.791759469228055,5.0,1.9459101490553132,7.001245622069476,5.973809611869261,1994.0,1995.0,2009.0
train,37,7.168579897264035,0.0,3.0,7.101675971619444,0.0,4.442651256490317,0.6931471805599453,1.0,498.0,2.0,1954.0,7.168579897264035,0.0,9.051696278536586,4.31748811353631,3.044522437723423,6.478509642208569,10.0,0.0,1.9459101490553132,5.0,1.791759469228055,7.168579897264035,0.0,1954.0,1990.0,2009.0
train,38,6.964135612418245,0.0,3.0,6.595780513961311,0.6931471805599453,5.7899601708972535,0.0,1.0,246.0,1.0,1953.0,6.964135612418245,0.0,8.977525200965243,4.23410650459726,3.044522437723423,0.0,1.0,3.970291913552122,2.0794415416798357,5.0,1.791759469228055,6.964135612418245,0.0,1953.0,2007.0,2010.0
train,39,7.050122520269059,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1955.0,7.050122520269059,0.0,8.706324840138741,4.189654742026425,4.51085950651685,0.0,6.0,0.0,1.791759469228055,4.0,1.9459101490553132,0.0,0.0,1955.0,1955.0,2008.0
train,40,7.1891677384203225,0.0,3.0,6.467698726104354,0.0,6.100318952020064,0.6931471805599453,2.0,440.0,2.0,1965.0,7.1891677384203225,0.0,9.066354521447801,4.442651256490317,3.044522437723423,4.624972813284271,12.0,4.9344739331306915,1.791759469228055,6.0,1.9459101490553132,6.9930151229329605,0.0,1965.0,1965.0,2006.0
train,41,7.192182058713246,0.0,2.0,6.875232087276577,0.0,5.950642552587727,1.0986122886681098,1.0,308.0,1.0,1959.0,7.192182058713246,0.6931471805599453,9.735423867488873,4.7535901911063645,3.044522437723423,0.0,7.0,4.653960350157523,1.9459101490553132,5.0,1.791759469228055,7.208600337960199,0.0,1959.0,1959.0,2007.0
train,42,6.785587645007929,0.0,2.0,6.617402977974478,0.6931471805599453,0.0,0.0,1.0,504.0,2.0,1983.0,6.785587645007929,0.0,9.1248914101437,4.23410650459726,4.454347296253507,0.0,12.0,0.0,2.0794415416798357,5.0,1.791759469228055,6.734591659972948,5.484796933490655,1983.0,1983.0,2007.0
train,43,6.844815479208263,0.0,3.0,5.638354669333745,0.6931471805599453,5.123963979403259,0.0,1.0,308.0,1.0,1977.0,6.844815479208263,0.0,9.127067452782361,4.23410650459726,3.044522437723423,0.0,7.0,0.0,1.9459101490553132,5.0,1.791759469228055,6.844815479208263,4.983606621708336,1975.0,1980.0,2008.0
train,44,7.048386408721883,0.0,3.0,5.19295685089021,0.6931471805599453,6.144185634125646,0.0,1.0,300.0,1.0,1959.0,7.048386408721883,0.0,8.980423936374544,4.2626798770413155,3.044522437723423,0.0,5.0,0.0,1.9459101490553132,5.0,1.9459101490553132,7.048386408721883,0.0,1959.0,1959.0,2006.0
train,45,7.469083884921234,0.0,2.0,6.124683390894205,0.6931471805599453,7.167809184316444,0.6931471805599453,2.0,576.0,2.0,2005.0,7.469083884921234,0.0,8.943636705909594,4.127134385045092,4.795790545596741,6.023447592961033,2.0,4.418840607796598,1.791759469228055,9.0,1.9459101490553132,7.469083884921234,5.2832037287379885,2005.0,2005.0,2010.0
train,46,7.325807502595773,6.448889394146858,1.0,7.20934025660291,0.6931471805599453,4.430816798843313,0.6931471805599453,1.0,670.0,2.0,2003.0,7.673223121121708,0.6931471805599453,9.458995712459116,3.8918202981106265,3.9318256327243257,0.0,8.0,3.784189633918261,1.791759469228055,7.0,1.9459101490553132,7.268920128193722,5.1298987149230735,2003.0,2003.0,2009.0
train,47,7.4127640174265625,0.0,3.0,3.2188758248682006,0.0,7.398174092970465,0.0,2.0,826.0,3.0,2006.0,7.4127640174265625,0.0,9.314430080500564,4.442651256490317,3.044522437723423,0.0,7.0,4.990432586778736,1.791759469228055,8.0,2.0794415416798357,7.4127640174265625,0.0,2006.0,2006.0,2007.0
train,48,6.602587892189336,6.57507584059962,2.0,0.0,0.0,6.602587892189336,0.0,2.0,0.0,0.0,1920.0,7.2813856635702825,0.0,8.402231172946555,3.5263605246161616,5.25227342804663,0.0,6.0,0.0,1.791759469228055,4.0,2.1972245773362196,6.602587892189336,0.0,1920.0,2008.0,2009.0
train,49,6.862757913051401,0.0,3.0,6.638567789166521,0.6931471805599453,5.262690188904886,0.0,1.0,386.0,1.0,1966.0,6.862757913051401,0.0,8.954544488386723,4.204692619390966,3.044522437723423,0.0,1.0,0.0,2.0794415416798357,5.0,1.9459101490553132,6.862757913051401,0.0,1966.0,1966.0,2007.0
train,50,6.678342114654332,6.517671272912275,3.0,5.209486152841421,0.0,6.418364935936212,0.0,2.0,388.0,2.0,1997.0,7.293697720601438,0.0,9.537483513308878,4.23410650459726,4.110873864173311,0.0,7.0,4.330733340286331,1.9459101490553132,6.0,1.9459101490553132,6.678342114654332,0.0,1997.0,1997.0,2007.0
train,51,6.705639094860003,0.0,3.0,0.0,0.0,6.705639094860003,0.6931471805599453,1.0,528.0,2.0,1985.0,7.0707241072602764,0.0,8.738895704934043,3.970291913552122,3.9318256327243257,0.0,9.0,0.0,1.9459101490553132,6.0,1.9459101490553132,6.705639094860003,4.727387818712341,1934.0,1950.0,2006.0
train,52,6.705639094860003,0.0,2.0,4.653960350157523,0.6931471805599453,0.0,0.0,1.0,516.0,2.0,1963.0,6.705639094860003,0.0,9.044639916198465,4.709530201312334,4.51085950651685,0.0,5.0,0.0,1.791759469228055,5.0,1.791759469228055,6.705639094860003,4.672828834461906,1963.0,1963.0,2010.0
train,53,7.519149957669823,0.0,0.0,7.501634457883413,1.0986122886681098,3.4965075614664802,0.6931471805599453,0.0,894.0,3.0,1981.0,7.519149957669823,0.6931471805599453,10.825203541055348,4.23410650459726,3.044522437723423,0.0,11.0,4.290459441148391,1.791759469228055,9.0,1.791759469228055,7.519149957669823,6.754604099487962,1981.0,1987.0,2006.0
train,54,7.215975002651466,0.0,3.0,5.953243334287785,0.0,0.0,0.6931471805599453,1.0,572.0,2.0,1962.0,7.215975002651466,0.0,8.872767529910936,4.110873864173311,4.394449154672439,0.0,2.0,3.9318256327243257,1.791759469228055,5.0,1.9459101490553132,5.953243334287785,0.0,1955.0,1955.0,2007.0
train,55,7.262628600974241,0.0,3.0,6.19644412779452,0.0,6.841615476477592,0.6931471805599453,2.0,576.0,2.0,1964.0,7.262628600974241,0.0,9.227787285579904,4.61512051684126,3.044522437723423,5.60947179518496,7.0,0.0,1.791759469228055,6.0,2.0794415416798357,7.262628600974241,0.0,1964.0,1964.0,2008.0
train,56,6.891625897052253,6.6293632534374485,3.0,6.476972362889683,0.6931471805599453,5.7745515455444085,0.0,2.0,480.0,2.0,1999.0,7.461640392208575,0.6931471805599453,7.880804344674901,3.2188758248682006,5.081404364984463,6.124683390894205,8.0,0.0,1.791759469228055,8.0,2.0794415416798357,6.878326468291325,4.7535901911063645,1999.0,2000.0,2009.0
train,57,6.7580945044277305,6.7580945044277305,3.0,0.0,0.0,6.7580945044277305,0.0,2.0,565.0,2.0,2004.0,7.450660796211539,0.6931471805599453,9.362718052397065,4.499809670330265,4.110873864173311,0.0,8.0,4.2626798770413155,1.791759469228055,7.0,2.0794415416798357,6.7580945044277305,0.0,2004.0,2004.0,2006.0
train,58,7.2633296174768365,7.326465613840322,3.0,0.0,0.0,7.252053951852814,0.6931471805599453,3.0,641.0,3.0,2006.0,7.988203597022576,0.6931471805599453,9.52390946537981,4.204692619390966,4.110873864173311,6.939253946041508,10.0,0.0,1.791759469228055,10.0,2.3978952727983707,7.252053951852814,5.262690188904886,2006.0,2006.0,2006.0
train,59,6.660575149839686,0.0,2.0,6.450470422144176,0.0,5.003946305945459,0.0,1.0,352.0,1.0,1973.0,6.660575149839686,0.0,8.881975184248867,4.110873864173311,3.044522437723423,0.0,1.0,0.0,2.0794415416798357,5.0,1.6094379124341003,6.660575149839686,5.2832037287379885,1972.0,1972.0,2008.0
train,60,7.055312843339752,0.0,3.0,6.848005274576363,0.6931471805599453,5.384495062789089,0.0,1.0,576.0,2.0,2006.0,7.055312843339752,0.6931471805599453,9.47830431356186,4.1588830833596715,3.044522437723423,0.0,5.0,3.9318256327243257,1.791759469228055,6.0,1.791759469228055,7.055312843339752,0.0,2004.0,2004.0,2006.0
train,61,6.366470447731438,6.274762021241939,3.0,0.0,0.0,6.274762021241939,0.0,1.0,288.0,1.0,1935.0,7.013915474810528,0.0,8.881975184248867,4.110873864173311,4.330733340286331,0.0,3.0,0.0,2.0794415416798357,5.0,1.9459101490553132,6.274762021241939,0.0,1920.0,1996.0,2007.0
train,62,7.223295679562314,0.0,2.0,3.2188758248682006,0.0,7.205635176410364,0.6931471805599453,2.0,484.0,2.0,2006.0,7.223295679562314,0.0,8.770749549138642,3.8066624897703196,4.795790545596741,5.187385805840755,10.0,3.912023005428146,1.791759469228055,8.0,1.9459101490553132,7.223295679562314,4.795790545596741,2006.0,2006.0,2007.0
train,63,6.805722553416985,6.695798917058491,3.0,0.0,0.0,6.3578422665081,0.0,2.0,480.0,2.0,1990.0,7.444833273892193,0.0,9.239996256883693,3.9318256327243257,4.2626798770413155,0.0,4.0,2.4849066497880004,1.9459101490553132,7.0,2.302585092994046,6.3578422665081,2.5649493574615367,1921.0,1950.0,2010.0
train,64,6.964135612418245,6.885509670034818,3.0,6.606650186198215,0.6931471805599453,5.765191102784844,0.0,2.0,645.0,2.0,1998.0,7.618251097876695,0.6931471805599453,9.145908511816794,4.23410650459726,4.110873864173311,6.352629396319567,2.0,3.6109179126442243,1.791759469228055,7.0,2.1972245773362196,6.964135612418245,6.3578422665081,1997.0,1998.0,2009.0
train,65,7.042286171939743,7.193685818395112,4.0,0.0,0.0,7.042286171939743,0.6931471805599453,2.0,852.0,3.0,2004.0,7.813591552952433,0.6931471805599453,9.16868469670735,4.343805421853684,4.110873864173311,5.84354441703136,10.0,5.0238805208462765,1.791759469228055,8.0,2.302585092994046,7.042286171939743,5.262690188904886,2004.0,2005.0,2007.0
train,66,7.699842407396986,0.0,3.0,6.816735880594968,0.6931471805599453,6.943122422819428,0.6931471805599453,2.0,576.0,2.0,1970.0,7.699842407396986,0.0,9.898525260706313,4.23410650459726,3.044522437723423,5.662960480135946,7.0,0.0,1.791759469228055,7.0,2.0794415416798357,7.5745584842024805,5.71042701737487,1970.0,1989.0,2010.0
train,67,7.299797366758161,0.0,3.0,6.921658184151129,0.6931471805599453,6.089044875446846,0.0,2.0,558.0,2.0,2003.0,7.299797366758161,0.0,9.274816391160547,4.290459441148391,3.044522437723423,5.123963979403259,6.0,3.4011973816621555,1.791759469228055,7.0,2.0794415416798357,7.282073658093465,4.976733742420574,2003.0,2003.0,2007.0
train,68,6.617402977974478,0.0,2.0,0.0,0.0,6.617402977974478,0.0,1.0,220.0,1.0,1945.0,6.617402977974478,0.0,8.435766192720509,3.871201010907891,3.4339872044851463,0.0,6.0,0.0,1.9459101490553132,4.0,1.6094379124341003,6.617402977974478,0.0,1945.0,1950.0,2010.0
train,69,7.173958319756794,6.891625897052253,3.0,6.403574197934815,0.0,6.553933404025811,0.6931471805599453,2.0,667.0,2.0,1953.0,7.7354333524996886,0.0,9.654641503869545,4.406719247264253,3.9318256327243257,0.0,7.0,3.091042453358316,1.6094379124341003,7.0,2.0794415416798357,7.173958319756794,0.0,1953.0,1953.0,2006.0
train,70,7.707062655370473,0.0,3.0,7.53955882930103,0.6931471805599453,5.840641657373398,1.0986122886681098,2.0,516.0,2.0,1973.0,7.707062655370473,0.0,9.521641310026597,4.564348191467836,3.044522437723423,7.017506142941256,2.0,0.0,1.9459101490553132,7.0,2.1972245773362196,7.707062655370473,5.707110264748875,1973.0,1973.0,2007.0
train,71,6.740519359606223,0.0,2.0,6.338594078203183,0.6931471805599453,5.638354669333745,0.0,1.0,360.0,2.0,1987.0,6.740519359606223,0.0,8.935903526274423,4.248495242049359,3.044522437723423,0.0,6.0,0.0,1.9459101490553132,4.0,1.6094379124341003,6.740519359606223,0.0,1982.0,2006.0,2007.0
train,72,6.786716950605081,6.726233402358747,3.0,0.0,0.0,6.725033642166843,0.6931471805599453,2.0,427.0,2.0,1998.0,7.449498005382849,0.6931471805599453,9.224440496354964,4.31748811353631,4.110873864173311,3.713572066704308,12.0,4.553876891600541,1.791759469228055,7.0,2.0794415416798357,6.725033642166843,0.0,1998.0,1998.0,2009.0
train,73,6.99117688712121,0.0,3.0,5.771441123130016,0.6931471805599453,6.003887067106539,0.0,1.0,490.0,2.0,1989.0,6.99117688712121,0.0,9.23024103368252,4.454347296253507,3.044522437723423,4.653960350157523,5.0,0.0,2.0794415416798357,5.0,1.9459101490553132,6.99117688712121,0.0,1954.0,2003.0,2010.0
train,74,6.734591659972948,6.641182169740591,3.0,0.0,0.0,6.734591659972948,0.0,2.0,379.0,1.0,1915.0,7.381501894506707,0.0,8.66406026722579,4.110873864173311,3.9318256327243257,0.0,5.0,0.0,1.9459101490553132,3.0,2.1972245773362196,6.734591659972948,0.0,1915.0,1950.0,2010.0
train,75,6.267200548541362,6.137727054086234,2.0,6.137727054086234,0.6931471805599453,0.0,0.0,1.0,297.0,1.0,1973.0,6.8966943316227125,0.0,7.3758821482150125,3.091042453358316,5.198497031265826,0.0,11.0,4.624972813284271,1.791759469228055,4.0,1.791759469228055,6.137727054086234,4.795790545596741,1973.0,1973.0,2009.0
train,76,6.859614903654202,0.0,2.0,5.43372200355424,0.0,6.586171654854675,0.0,1.0,283.0,1.0,1956.0,6.859614903654202,0.0,9.04499391938819,4.23410650459726,3.044522437723423,0.0,4.0,0.0,2.0794415416798357,4.0,1.6094379124341003,6.859614903654202,0.0,1956.0,1956.0,2008.0
train,77,6.9782137426306985,5.365976015021851,2.0,5.820082930352362,0.6931471805599453,5.69035945432406,0.0,1.0,240.0,1.0,1948.0,7.1592919047975645,0.0,9.063694791634697,3.9318256327243257,3.9318256327243257,0.0,1.0,0.0,1.791759469228055,5.0,1.9459101490553132,6.511745329644728,0.0,1948.0,2001.0,2008.0
train,78,7.478169694159785,0.0,4.0,0.0,0.0,7.478169694159785,0.0,2.0,0.0,0.0,1968.0,7.478169694159785,0.0,9.285355075781629,4.290459441148391,4.51085950651685,0.0,4.0,0.0,1.791759469228055,4.0,2.1972245773362196,7.478169694159785,0.0,1968.0,1968.0,2010.0
