Dataset,Id,OverallQual,GrLivArea,GarageCars,GarageArea,FrstFlrSF,FullBath,YearBuilt,GarageYrBlt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,OpenPorchSF,MasVnrArea,LotArea,TotalBsmtSF,LotFrontage,WoodDeckSF,HalfBath,BsmtFullBath,BedroomAbvGr,BsmtUnfSF,BsmtFinSF1,SndFlrSF,MoSold,YrSold,MSSubClass,OverallCond,SalePrice
train,14,6.0,7.134093721192866,1.0,352.0,7.134093721192866,1.0,1960.0,1960.0,1960.0,1.791759469228055,0.6931471805599453,5.365976015021851,5.3612921657094255,9.298442820197728,7.134093721192866,4.23410650459726,5.176149732573829,0.6931471805599453,0.6931471805599453,2.0,6.255750041753367,6.598509028614515,5.365976015021851,5.0,2008.0,3.044522437723423,1.791759469228055,5.062595033026967
train,15,7.0,6.75110146893676,2.0,576.0,6.75110146893676,1.0,1929.0,1991.0,2001.0,1.791759469228055,0.0,4.727387818712341,5.247024072160486,8.71948076085107,6.725033642166843,3.9512437185814275,3.8918202981106265,0.0,0.0,2.0,6.725033642166843,4.795790545596741,5.733341276897746,7.0,2007.0,3.828641396489095,2.1972245773362196,4.890349128221754
train,16,6.0,6.912742820493176,2.0,480.0,6.912742820493176,1.0,1970.0,1970.0,1970.0,1.791759469228055,0.6931471805599453,3.8501476017100584,5.198497031265826,9.32741204356202,6.912742820493176,4.23410650459726,4.919980925828125,0.0,0.6931471805599453,2.0,6.056784013228625,6.361302477572996,5.53338948872752,3.0,2010.0,3.044522437723423,2.0794415416798357,5.0106352940962555
train,17,4.0,7.167809184316444,2.0,516.0,7.167809184316444,2.0,1967.0,1967.0,1967.0,1.9459101490553132,0.0,5.117993812416755,6.093569770045136,9.286560397887591,6.983789965258135,4.290459441148391,4.795790545596741,0.0,0.0,2.0,7.1631723908466425,3.2188758248682006,5.389071729816501,10.0,2006.0,4.51085950651685,1.791759469228055,4.51085950651685
train,18,5.0,7.016609683894219,2.0,576.0,7.016609683894219,1.0,2004.0,2004.0,2004.0,1.9459101490553132,0.0,4.634728988229636,2.833213344056216,9.524859098381523,7.016609683894219,4.204692619390966,5.3471075307174685,0.6931471805599453,0.6931471805599453,3.0,6.150602768446279,6.472346294500901,5.53338948872752,6.0,2008.0,3.044522437723423,1.791759469228055,5.075173815233827
train,19,5.0,7.200424892944957,1.0,294.0,7.200424892944957,1.0,1958.0,1958.0,1965.0,1.9459101490553132,0.0,4.30406509320417,2.9444389791664403,8.93075873555827,6.937314081223682,4.2626798770413155,3.1354942159291497,0.0,0.0,3.0,6.26530121273771,6.22455842927536,5.484796933490655,5.0,2009.0,3.044522437723423,1.9459101490553132,4.941642422609304
train,20,8.0,7.773594467360194,3.0,853.0,7.055312843339752,3.0,2005.0,2005.0,2006.0,2.302585092994046,0.6931471805599453,5.043425116919247,5.942799375126701,9.562123369834488,7.055312843339752,4.624972813284271,5.484796933490655,0.6931471805599453,0.0,4.0,7.055312843339752,6.852242569051878,7.105786129481271,11.0,2006.0,4.110873864173311,1.791759469228055,5.787817203599275
train,21,7.0,7.011213987350367,1.0,280.0,7.011213987350367,1.0,1930.0,1930.0,1950.0,1.9459101490553132,0.6931471805599453,3.7612001156935624,5.739792912179234,8.915969311373605,6.45833828334479,4.060443010546419,4.9344739331306915,0.0,0.0,3.0,6.45833828334479,3.7376696182833684,4.836281906951478,6.0,2007.0,3.828641396489095,2.0794415416798357,4.944495491591711
train,22,8.0,7.493317248862145,2.0,534.0,7.493317248862145,2.0,2002.0,2002.0,2002.0,2.0794415416798357,0.6931471805599453,5.075173815233827,5.641907070938114,9.184304357425342,7.48324441607385,4.330733340286331,5.147494476813453,0.0,0.0,3.0,7.48324441607385,5.768320995793772,5.802118375377063,9.0,2008.0,3.044522437723423,1.791759469228055,5.442417710521793
train,23,5.0,6.966967138613983,2.0,572.0,6.966967138613983,1.0,1976.0,1976.0,1976.0,1.9459101490553132,0.6931471805599453,4.709530201312334,2.833213344056216,8.348774539791274,6.947937068614969,3.8066624897703196,4.61512051684126,0.0,0.6931471805599453,3.0,5.303304908059076,6.734591659972948,5.3981627015177525,6.0,2007.0,4.795790545596741,2.0794415416798357,4.874433672915854
train,24,5.0,6.966967138613983,1.0,270.0,6.966967138613983,1.0,1968.0,1968.0,2001.0,1.9459101490553132,0.6931471805599453,4.51085950651685,4.189654742026425,9.017604776833355,6.966967138613983,4.23410650459726,6.008813185442595,0.0,0.6931471805599453,3.0,5.3230099791384085,5.241747015059643,5.342334251964811,5.0,2010.0,3.044522437723423,2.1972245773362196,5.043425116919247
train,25,8.0,7.3783837129967145,3.0,890.0,7.3783837129967145,2.0,2007.0,2007.0,2007.0,2.0794415416798357,0.6931471805599453,4.04305126783455,6.46302945692067,9.56317796268366,7.356918242356021,4.709530201312334,5.209486152841421,0.0,0.0,3.0,7.356918242356021,5.62040086571715,5.60947179518496,7.0,2009.0,3.044522437723423,1.791759469228055,5.550242719287699
train,26,5.0,6.803505257608338,2.0,576.0,6.803505257608338,1.0,1951.0,2005.0,2000.0,1.791759469228055,0.0,3.4965075614664802,4.844187086458591,8.881975184248867,6.803505257608338,4.110873864173311,5.407171771460119,0.0,0.0,3.0,5.198497031265826,5.459585514144159,5.484796933490655,5.0,2010.0,3.044522437723423,2.0794415416798357,4.911183215124596
train,27,8.0,7.4413203897176174,3.0,772.0,7.4413203897176174,2.0,2007.0,2008.0,2008.0,2.0794415416798357,0.6931471805599453,3.9318256327243257,5.303304908059076,9.348274558065496,7.4413203897176174,4.59511985013459,5.176149732573829,0.0,0.6931471805599453,3.0,6.18826412308259,7.105786129481271,5.777652323222656,5.0,2010.0,3.044522437723423,1.791759469228055,5.726847747587197
train,28,5.0,7.3783837129967145,1.0,319.0,7.3783837129967145,1.0,1957.0,1957.0,1997.0,1.9459101490553132,1.0986122886681098,5.556828061699537,6.22455842927536,9.700269170029188,7.3031700512368,3.871201010907891,5.666426688112432,0.0,0.6931471805599453,2.0,5.337538079701318,7.15305163493748,5.5053315359323625,12.0,2006.0,3.044522437723423,1.9459101490553132,5.339939041238856
train,29,4.0,6.255750041753367,1.0,240.0,6.255750041753367,1.0,1927.0,1920.0,1950.0,1.6094379124341003,0.0,3.367295829986474,5.602118820879701,8.752265313595721,6.255750041753367,4.110873864173311,3.912023005428146,0.0,0.0,1.0,6.255750041753367,5.176149732573829,4.709530201312334,5.0,2008.0,3.4339872044851463,1.9459101490553132,4.241326752570746
train,30,4.0,7.183870715062453,1.0,250.0,6.476972362889683,1.0,1920.0,1920.0,1950.0,1.9459101490553132,0.0,4.007333185232471,4.442651256490317,9.04793908261736,6.476972362889683,3.9318256327243257,3.7612001156935624,0.0,0.0,3.0,6.476972362889683,4.6913478822291435,6.505784060128229,7.0,2008.0,4.2626798770413155,1.6094379124341003,3.713572066704308
train,31,5.0,7.113956109566034,1.0,271.0,7.113956109566034,1.0,1966.0,1966.0,2006.0,1.9459101490553132,0.0,4.189654742026425,3.713572066704308,9.053101595549691,7.113956109566034,4.23410650459726,5.1298987149230735,0.6931471805599453,0.0,3.0,7.113956109566034,3.367295829986474,5.3981627015177525,6.0,2008.0,3.044522437723423,1.9459101490553132,5.012965909434538
train,32,8.0,7.118826249062078,2.0,484.0,7.118826249062078,2.0,2007.0,2007.0,2007.0,2.0794415416798357,0.0,3.4339872044851463,3.4965075614664802,9.3101857069459,7.118826249062078,4.454347296253507,4.07753744390572,0.0,0.0,3.0,7.118826249062078,2.833213344056216,5.365976015021851,1.0,2008.0,3.044522437723423,1.791759469228055,5.19794439240125
train,33,5.0,7.438971592395862,2.0,447.0,7.438971592395862,1.0,1959.0,1959.0,1959.0,1.9459101490553132,0.6931471805599453,3.6635616461296463,5.3981627015177525,9.26416545867109,7.243512974665482,4.2626798770413155,5.220355825078324,0.6931471805599453,0.0,4.0,5.942799375126701,6.926577033222725,5.262690188904886,4.0,2010.0,3.044522437723423,1.791759469228055,5.1149953094204985
train,34,9.0,7.3537223303996315,2.0,556.0,7.3537223303996315,2.0,2005.0,2005.0,2005.0,1.9459101490553132,0.6931471805599453,3.871201010907891,5.5093883366279774,8.897545598709327,7.3537223303996315,4.110873864173311,5.318119993844216,0.0,0.6931471805599453,2.0,6.013715156042802,7.050989447068045,5.60947179518496,8.0,2007.0,4.795790545596741,1.791759469228055,5.629418059367339
train,35,8.0,7.8050670442584895,3.0,691.0,7.0326242610280065,3.0,2004.0,2004.0,2005.0,2.302585092994046,0.6931471805599453,3.4965075614664802,4.890349128221754,9.504426892100957,7.0192966537150445,4.6913478822291435,4.736198448394496,0.6931471805599453,0.0,4.0,7.0192966537150445,5.966146739123692,7.186144304522325,9.0,2006.0,4.110873864173311,1.791759469228055,5.736572297479192
train,36,5.0,7.001245622069476,2.0,672.0,7.001245622069476,1.0,1994.0,1995.0,1995.0,1.9459101490553132,0.0,4.174387269895637,4.007333185232471,9.292841593487926,7.001245622069476,4.727387818712341,5.973809611869261,0.6931471805599453,0.0,3.0,7.001245622069476,6.317164686747284,5.484796933490655,6.0,2009.0,3.044522437723423,1.791759469228055,4.983606621708336
train,37,5.0,7.168579897264035,2.0,498.0,7.168579897264035,1.0,1954.0,1954.0,1990.0,1.791759469228055,0.6931471805599453,4.919980925828125,6.478509642208569,9.051696278536586,7.168579897264035,4.31748811353631,4.976733742420574,0.0,0.0,3.0,4.442651256490317,7.101675971619444,5.41610040220442,10.0,2009.0,3.044522437723423,1.9459101490553132,5.0369526024136295
train,38,5.0,6.964135612418245,1.0,246.0,6.964135612418245,1.0,1953.0,1953.0,2007.0,1.791759469228055,0.0,3.970291913552122,6.018593214496234,8.977525200965243,6.964135612418245,4.23410650459726,4.948759890378168,0.0,0.6931471805599453,3.0,5.7899601708972535,6.595780513961311,5.53338948872752,1.0,2010.0,3.044522437723423,2.0794415416798357,4.700480365792417
train,39,4.0,7.050122520269059,0.0,0.0,7.050122520269059,2.0,1955.0,1955.0,1955.0,1.9459101490553132,0.0,2.833213344056216,2.833213344056216,8.706324840138741,5.953243334287785,4.189654742026425,5.5254529391317835,0.0,0.0,2.0,5.459585514144159,3.9318256327243257,5.484796933490655,6.0,2008.0,4.51085950651685,1.791759469228055,4.418840607796598
train,40,6.0,7.1891677384203225,2.0,440.0,7.1891677384203225,2.0,1965.0,1965.0,1965.0,1.9459101490553132,0.6931471805599453,4.9344739331306915,4.624972813284271,9.066354521447801,6.9930151229329605,4.442651256490317,5.147494476813453,0.0,0.0,3.0,6.100318952020064,6.467698726104354,5.389071729816501,12.0,2006.0,3.044522437723423,1.791759469228055,5.081404364984463
train,41,5.0,7.192182058713246,1.0,308.0,7.192182058713246,1.0,1959.0,1959.0,1959.0,1.791759469228055,1.0986122886681098,4.653960350157523,4.219507705176107,9.735423867488873,7.208600337960199,4.7535901911063645,5.472270673671475,0.6931471805599453,0.0,2.0,5.950642552587727,6.875232087276577,5.484796933490655,7.0,2007.0,3.044522437723423,1.9459101490553132,5.14166355650266
train,42,5.0,6.785587645007929,2.0,504.0,6.785587645007929,1.0,1983.0,1983.0,1983.0,1.791759469228055,0.0,3.6109179126442243,4.394449154672439,9.1248914101437,6.734591659972948,4.23410650459726,5.484796933490655,0.0,0.6931471805599453,2.0,4.61512051684126,6.617402977974478,5.225746673713202,12.0,2007.0,4.454347296253507,2.0794415416798357,4.976733742420574
train,43,5.0,6.844815479208263,1.0,308.0,6.844815479208263,1.0,1975.0,1977.0,1980.0,1.791759469228055,0.0,4.564348191467836,4.74493212836325,9.127067452782361,6.844815479208263,4.23410650459726,4.983606621708336,0.0,0.6931471805599453,3.0,5.123963979403259,5.638354669333745,5.5053315359323625,7.0,2008.0,3.044522437723423,1.9459101490553132,4.877103901471733
train,44,5.0,7.048386408721883,1.0,300.0,7.048386408721883,1.0,1959.0,1959.0,1959.0,1.9459101490553132,0.0,4.844187086458591,6.089044875446846,8.980423936374544,7.048386408721883,4.2626798770413155,4.74493212836325,0.0,0.6931471805599453,3.0,6.144185634125646,5.19295685089021,5.342334251964811,5.0,2006.0,3.044522437723423,1.9459101490553132,4.955827057601261
train,45,9.0,7.469083884921234,2.0,576.0,7.469083884921234,2.0,2005.0,2005.0,2005.0,1.9459101490553132,0.6931471805599453,4.418840607796598,6.023447592961033,8.943636705909594,7.469083884921234,4.127134385045092,5.2832037287379885,0.0,0.6931471805599453,2.0,7.167809184316444,6.124683390894205,5.3981627015177525,2.0,2010.0,4.795790545596741,1.791759469228055,5.771129548115811
train,46,7.0,7.673223121121708,2.0,670.0,7.325807502595773,1.0,2003.0,2003.0,2003.0,1.9459101490553132,0.6931471805599453,3.784189633918261,4.51085950651685,9.458995712459116,7.268920128193722,3.8918202981106265,5.1298987149230735,0.6931471805599453,0.6931471805599453,1.0,4.430816798843313,7.20934025660291,6.448889394146858,8.0,2009.0,3.9318256327243257,1.791759469228055,5.483493179408214
train,47,8.0,7.4127640174265625,3.0,826.0,7.4127640174265625,2.0,2006.0,2006.0,2006.0,2.0794415416798357,0.0,4.990432586778736,4.110873864173311,9.314430080500564,7.4127640174265625,4.442651256490317,3.6109179126442243,0.0,0.0,3.0,7.398174092970465,3.2188758248682006,5.484796933490655,7.0,2007.0,3.044522437723423,1.791759469228055,5.524257005164247
train,48,4.0,7.2813856635702825,0.0,0.0,6.602587892189336,2.0,1920.0,1920.0,2008.0,2.1972245773362196,0.0,5.746203190540153,5.241747015059643,8.402231172946555,6.602587892189336,3.5263605246161616,5.44673737166631,0.0,0.0,2.0,6.602587892189336,2.833213344056216,6.57507584059962,6.0,2009.0,5.25227342804663,1.791759469228055,4.736198448394496
train,49,5.0,6.862757913051401,1.0,386.0,6.862757913051401,1.0,1966.0,1966.0,1966.0,1.9459101490553132,0.0,3.9318256327243257,4.890349128221754,8.954544488386723,6.862757913051401,4.204692619390966,5.484796933490655,0.0,0.6931471805599453,3.0,5.262690188904886,6.638567789166521,5.3981627015177525,1.0,2007.0,3.044522437723423,2.0794415416798357,4.852030263919617
train,50,6.0,7.293697720601438,2.0,388.0,6.678342114654332,2.0,1997.0,1997.0,1997.0,1.9459101490553132,0.0,4.330733340286331,3.970291913552122,9.537483513308878,6.678342114654332,4.23410650459726,4.61512051684126,0.0,0.0,3.0,6.418364935936212,5.209486152841421,6.517671272912275,7.0,2007.0,4.110873864173311,1.9459101490553132,5.181783550292085
train,51,6.0,7.0707241072602764,2.0,528.0,6.705639094860003,1.0,1934.0,1985.0,1950.0,1.9459101490553132,0.6931471805599453,3.4339872044851463,3.713572066704308,8.738895704934043,6.705639094860003,3.970291913552122,4.727387818712341,0.0,0.0,3.0,6.705639094860003,5.262690188904886,5.8971538676367405,9.0,2006.0,3.9318256327243257,1.9459101490553132,4.749270529961848
train,52,5.0,6.705639094860003,2.0,516.0,6.705639094860003,1.0,1963.0,1963.0,1963.0,1.791759469228055,0.0,3.713572066704308,4.07753744390572,9.044639916198465,6.705639094860003,4.709530201312334,4.672828834461906,0.0,0.6931471805599453,2.0,5.66988092298052,4.653960350157523,5.5053315359323625,5.0,2010.0,4.51085950651685,1.791759469228055,4.709530201312334
train,53,9.0,7.519149957669823,3.0,894.0,7.519149957669823,0.0,1981.0,1981.0,1987.0,1.791759469228055,0.6931471805599453,4.290459441148391,6.159095388491933,10.825203541055348,7.519149957669823,4.23410650459726,6.754604099487962,0.6931471805599453,1.0986122886681098,0.0,3.4965075614664802,7.501634457883413,5.746203190540153,11.0,2006.0,3.044522437723423,1.791759469228055,5.955837369464831
train,54,5.0,7.215975002651466,2.0,572.0,7.215975002651466,1.0,1955.0,1962.0,1955.0,1.9459101490553132,0.6931471805599453,3.9318256327243257,5.247024072160486,8.872767529910936,5.953243334287785,4.110873864173311,5.583496308781699,0.0,0.0,3.0,5.484796933490655,5.953243334287785,5.484796933490655,2.0,2007.0,4.394449154672439,1.791759469228055,4.875197323201151
train,55,6.0,7.262628600974241,2.0,576.0,7.262628600974241,2.0,1964.0,1964.0,1964.0,2.0794415416798357,0.6931471805599453,5.181783550292085,5.60947179518496,9.227787285579904,7.262628600974241,4.61512051684126,4.795790545596741,0.0,0.0,3.0,6.841615476477592,6.19644412779452,5.484796933490655,7.0,2008.0,3.044522437723423,1.791759469228055,5.201255653704905
train,56,8.0,7.461640392208575,2.0,480.0,6.891625897052253,2.0,1999.0,1999.0,2000.0,2.0794415416798357,0.0,4.330733340286331,6.124683390894205,7.880804344674901,6.878326468291325,3.2188758248682006,4.7535901911063645,0.6931471805599453,0.6931471805599453,3.0,5.7745515455444085,6.476972362889683,6.6293632534374485,8.0,2009.0,5.081404364984463,1.791759469228055,5.156177599386914
train,57,7.0,7.450660796211539,2.0,565.0,6.7580945044277305,2.0,2004.0,2004.0,2004.0,2.0794415416798357,0.0,4.2626798770413155,5.303304908059076,9.362718052397065,6.7580945044277305,4.499809670330265,6.234410725718371,0.6931471805599453,0.0,3.0,6.7580945044277305,5.3471075307174685,6.7580945044277305,8.0,2006.0,4.110873864173311,1.791759469228055,5.285738584341177
train,58,10.0,7.988203597022576,3.0,641.0,7.2633296174768365,3.0,2006.0,2006.0,2006.0,2.3978952727983707,0.6931471805599453,3.8501476017100584,6.939253946041508,9.52390946537981,7.252053951852814,4.204692619390966,5.262690188904886,0.6931471805599453,0.0,3.0,7.252053951852814,6.359573868672378,7.326465613840322,10.0,2006.0,4.110873864173311,1.791759469228055,6.086274601870625
train,59,5.0,6.660575149839686,1.0,352.0,6.660575149839686,1.0,1972.0,1973.0,1972.0,1.6094379124341003,0.0,4.584967478670572,3.9889840465642745,8.881975184248867,6.660575149839686,4.110873864173311,5.2832037287379885,0.0,0.0,2.0,5.003946305945459,6.450470422144176,4.709530201312334,1.0,2008.0,3.044522437723423,2.0794415416798357,4.835487941050301
train,60,6.0,7.055312843339752,2.0,576.0,7.055312843339752,1.0,2004.0,2006.0,2004.0,1.791759469228055,0.0,3.9318256327243257,5.3230099791384085,9.47830431356186,7.055312843339752,4.1588830833596715,4.653960350157523,0.6931471805599453,0.6931471805599453,3.0,5.384495062789089,6.848005274576363,5.342334251964811,5.0,2006.0,3.044522437723423,1.791759469228055,5.0689042022202315
train,61,5.0,7.013915474810528,1.0,288.0,6.366470447731438,1.0,1920.0,1935.0,1996.0,1.9459101490553132,0.0,4.23410650459726,4.948759890378168,8.881975184248867,6.274762021241939,4.110873864173311,3.713572066704308,0.0,0.0,3.0,6.274762021241939,2.833213344056216,6.274762021241939,3.0,2007.0,4.330733340286331,2.0794415416798357,4.624972813284271
train,62,8.0,7.223295679562314,2.0,484.0,7.223295679562314,2.0,2006.0,2006.0,2006.0,1.9459101490553132,0.6931471805599453,3.912023005428146,5.187385805840755,8.770749549138642,7.223295679562314,3.8066624897703196,4.795790545596741,0.0,0.0,2.0,7.205635176410364,3.2188758248682006,4.836281906951478,10.0,2007.0,4.795790545596741,1.791759469228055,5.31566600488265
train,63,7.0,7.444833273892193,2.0,480.0,6.805722553416985,2.0,1921.0,1990.0,1950.0,2.302585092994046,0.0,2.4849066497880004,5.783825182329737,9.239996256883693,6.3578422665081,3.9318256327243257,2.5649493574615367,0.0,0.0,3.0,6.3578422665081,2.833213344056216,6.695798917058491,4.0,2010.0,4.2626798770413155,1.9459101490553132,4.948759890378168
train,64,7.0,7.618251097876695,2.0,645.0,6.964135612418245,2.0,1997.0,1998.0,1998.0,2.1972245773362196,0.0,3.6109179126442243,6.352629396319567,9.145908511816794,6.964135612418245,4.23410650459726,6.3578422665081,0.6931471805599453,0.6931471805599453,3.0,5.765191102784844,6.606650186198215,6.885509670034818,2.0,2009.0,4.110873864173311,1.791759469228055,5.395897694886901
train,65,8.0,7.813591552952433,3.0,852.0,7.042286171939743,2.0,2004.0,2004.0,2005.0,2.302585092994046,0.6931471805599453,5.0238805208462765,5.84354441703136,9.16868469670735,7.042286171939743,4.343805421853684,5.262690188904886,0.6931471805599453,0.0,4.0,7.042286171939743,4.804021044733257,7.193685818395112,10.0,2007.0,4.110873864173311,1.791759469228055,5.762051382780177
train,66,7.0,7.699842407396986,2.0,576.0,7.699842407396986,2.0,1970.0,1970.0,1989.0,2.0794415416798357,0.6931471805599453,3.4339872044851463,5.662960480135946,9.898525260706313,7.5745584842024805,4.23410650459726,5.71042701737487,0.0,0.6931471805599453,3.0,6.943122422819428,6.816735880594968,5.8971538676367405,7.0,2010.0,3.044522437723423,1.791759469228055,5.198497031265826
train,67,7.0,7.299797366758161,2.0,558.0,7.299797366758161,2.0,2003.0,2003.0,2003.0,2.0794415416798357,0.0,3.4011973816621555,5.123963979403259,9.274816391160547,7.282073658093465,4.290459441148391,4.976733742420574,0.0,0.6931471805599453,3.0,6.089044875446846,6.921658184151129,5.484796933490655,6.0,2007.0,3.044522437723423,1.791759469228055,5.424950017481403
train,68,4.0,6.617402977974478,1.0,220.0,6.617402977974478,1.0,1945.0,1945.0,1950.0,1.6094379124341003,0.0,3.6109179126442243,4.77912349311153,8.435766192720509,6.617402977974478,3.871201010907891,5.262690188904886,0.0,0.0,2.0,6.617402977974478,2.833213344056216,5.342334251964811,6.0,2010.0,3.4339872044851463,1.9459101490553132,4.394449154672439
train,69,7.0,7.7354333524996886,2.0,667.0,7.173958319756794,2.0,1953.0,1953.0,1953.0,2.0794415416798357,0.6931471805599453,3.091042453358316,6.999422467507961,9.654641503869545,7.173958319756794,4.406719247264253,4.955827057601261,0.0,0.0,3.0,6.553933404025811,6.403574197934815,6.891625897052253,7.0,2006.0,3.9318256327243257,1.6094379124341003,5.420534999272286
train,70,7.0,7.707062655370473,2.0,516.0,7.707062655370473,2.0,1973.0,1973.0,1973.0,2.1972245773362196,1.0986122886681098,4.174387269895637,7.017506142941256,9.521641310026597,7.707062655370473,4.564348191467836,5.707110264748875,0.0,0.6931471805599453,3.0,5.840641657373398,7.53955882930103,5.942799375126701,2.0,2007.0,3.044522437723423,1.9459101490553132,5.501258210544727
